source_name,event_date,event_title,event_description,location_description,location_accuracy_km,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,event_import_source,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,gazetteer_distance,year,month,season,severity
heraldsun,2011-07-15,Nuwakot district in Central Nepal,"Three members of a family were killed in Rukum district in the mid-western mountains when their house was buried by a landslide triggered by heavy rainfall, according to Avenues television.  Ten members of a separate family went missing overnight when the house they slept in was buried by a mudslide, also in Rukum district.  Police told local media that a search was on for the missing but there was little hope of finding them alive.  In a separate incident, three members of a family were killed in Nuwakot district in central Nepal when their house was buried in landslide triggered by incessant rainfall.  Hundreds of people die each year and thousands are displaced in landslides and floods caused by monsoon rains in the Himalayan nation. ~~~~~~~~KATHMANDU, July 18 -- Garbage collection in Kathmandu Valley has been halted for the past three days after landslide that occurred at four different places near the Sisdol-Aletar dumping site in Nuwakot district affected garbage disposal.  ""Vehi",Nuwakot district in Central Nepal,5.0,landslide,rainfall,2.0,unknown,3.0,GLC,27.8871,83.9704,1,Gandaki,Mitel,13.95,2011,7,monsoon,medium
economictimes.indiatimes,2010-09-04,"Chhinka area(?), on Rishikesh-Badrinath hwy","DEHRA DUN: Fresh triggered by rains today disrupted the pilgrimage to , and in the Garhwal Himalayas of Uttarakhand.  The landslides hit various places in Chamoli and Uttarkashi districts blocking the routes to the shrines of Badrinath, Gangotri and Yamunotri, Disaster Management and Mitigation Centre (DMMC) said here.  While Rishikesh-Badrinath national highway was blocked by landslides at Chhinka area, Rishikesh-Gangotri national highway was hit at Karmkund blocking vehicular traffic, they said, adding the road leading to Yamunotri has been blocked at Ranachatti.","Chhinka area(?), on Rishikesh-Badrinath hwy",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.5004,79.3888,0,Uttaranchal,Joshimath,17.79,2010,9,monsoon,low
The Arunachal Times,2017-07-01,Landslide near Dree Festival Ground,Incessant rains trigger floods and landslides around Itanagar. The National Highway 415 road between Itanagar and Naharlagun is blocked as a large portion of the highway near Dree Ground was washed away early on Saturday morning.,"Dree Festival Ground, NH-415, Arunachal Pradesh, India",0.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,27.10647226,93.65975252,0,Arunachal Pradesh,North Lakhimpur,46.6,2017,7,monsoon,low
Arunachal Times,2017-07-09,Landslide on road near Durga Mandir,"Landslide on Nirjuli to Banderdewa road obstructs said road, after heavy rains","Naharlagun Sub-District, Papum Pare, Arunachal Pradesh",10.0,landslide,rainfall,1.0,infrastructure,0.0,GLC,27.11610665,93.79559574,0,Arunachal Pradesh,North Lakhimpur,33.64,2017,7,monsoon,low
The Rising Nepal - gorkhapatra.org,2007-09-12,Sankhuwasabha,"displaced families, multiple events in area",Sankhuwasabha,50.0,landslide,rainfall,2.0,unknown,2.0,GLC,27.3667,87.2167,1,Koshi,Dingla,8.42,2007,9,monsoon,medium
The Indian EXPRESS,2013-06-16,"Pithoragarh-Ghatiabgarh Road, Uttarakhand","Between June 15 and 17th. ""Extensive damage has been done to lives and property due to torrential rains, cloudbursts and landslides between June 15 and 17. Vital road and infrastructure has been destroyed.... A number of bridges have been washed away or irreparably damaged,"" the official said quoting a preliminary report from Uttarakhand. At least 50 major landslides occurred at four stretches -- Rudraprayag-Gaurikund, Rishikesh-Joshimath-Mana, Rishikesh- Dharasu-Gangotri and Pithoragarh-Ghatiabgarh,"" the official said, adding these stretches alone saw 40 major formation breaches. Rishikesh-Joshimath-Mana road, which leads to the famous Badrinath shrine, has been quite seriously affected and ""beyond Joshimath, up to Mana, serious damage has occurred. Two offshoots - Simli-Gwaldham and Joshimath-Malari are closed,"" the official said, adding that as far as Risikesh-Dharasu- Gangotri road was concerned, ""road beyond Dharasu is a major concern."" On Tanakpur-Pithoragarh-Jauljibi-Tawaghat-Gh","Pithoragarh-Ghatiabgarh Road, Uttarakhand",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,29.7986,80.417,0,Uttaranchal,Tham,6.99,2013,6,monsoon,low
Daijy World,2018-08-13,Kandaghat Landslide,"A landslide in the Chakla village in Kandaghat buried 5 people, killing one.","Chakla Village, Kandaghat, Shimla, Himachal Pradesh, IND",1.0,landslide,rainfall,2.0,unknown,1.0,GLC,31.05513474,77.02399952,0,Himachal Pradesh,Simla,5.32,2018,8,monsoon,medium
The Northlines,2017-06-29,Landslide blocks highway,Landslide blocks Batote-Kishtwar Highway near Drabshalla,"NH-1B, Drabshalla, Jammu and Kashmir",5.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,33.18477201,75.80813836,0,Jammu and Kashmir,Shandero,3.65,2017,6,monsoon,low
SAARC Disaster Management Centre,2009-07-02,"Deurali VDC-8 in Kaski district, ","At least six people have died and two more have gone missing in separate land-slide related incidents in various parts of the country caused by incessant rainfall from the past few days.  Three members of a family died when a house was swept away by a mud-slide at Deurali VDC-8, Kaski district. There was a heavy rainfall all day Wednesday in the area, which probably caused the mudslides at 3 am Thursday morning. A huge log had also tumbled along the mudslide, destroying the Gurung family's house on the way. ","Deurali VDC-8 in Kaski district, ",50.0,landslide,rainfall,2.0,unknown,3.0,GLC,28.2039,83.9806,1,Gandaki,Gate,11.48,2009,7,monsoon,medium
myRepublica,2014-08-15,Syalapakhala VDC,"According to District Police Office, Kalpana Kalel, 10, killed when a landslide triggered by incessant rainfall buried the house of Hiralal Kalel in Syalapakhala VDC, Batasedanda of the district in the wee hours of Friday.",Syalapakhala VDC,50.0,landslide,rainfall,2.0,unknown,1.0,GLC,28.6985,82.7065,1,Rapti,Padmi,11.04,2014,8,monsoon,medium
Indian Express,2015-08-26,Phullen’s main road,"At least three houses have been swept away by a mudslide and several others vacated in a north-eastern Mizoram town, an official said Wednesday, the latest in several weather-related incidents that have damaged property and caused hardship in the remote state over the past one week.",Phullen’s main road,10.0,mudslide,rainfall,2.0,infrastructure,0.0,GLC,23.8447,93.0514,0,Mizoram,Saichal,14.0,2015,8,monsoon,low
www.ekantipur.com,2013-09-06,"Vedetar, Eastern Region","Floods and landslides triggered by incessant rainfall wrought havoc in Sunsari district. Three persons of a single family have gone missing since Friday night when a flood from the Sehara river swept away their house at Panchkanya VDC-1. A member of the same family was found dead near Shital Chowk, according to a local resident, Sagar Kalikot. The deceased, however, is yet to be identified. Police said a dozen houses have been swept away after flood waters from two rivers entered human settlements. The flood s also washed away water pipes, halting water supply in some places of Dharan. Likewise, five families have been displaced after the Seuti and Sehara rivers destroyed their houses in the area. Meanwhile, those displaced by landslides at Budimorang, Mahabharat and Vedetar VDCs on Friday night, are taking shelter in their neighboursÕ houses. Floods and landslides swept away 25 houses, displacing more than 200 people in the district. It is estimated that property worth Rs 10 million w","Vedetar, Eastern Region",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,26.8722,87.3303,1,Koshi,Bijaipur,7.51,2013,9,monsoon,low
news.in,2011-02-13,"road between Rajouri(Rajauri) and Poonch(Punch), Jammu and Kashmir","The highway was closed for traffic as a portion of the road was washed away at Kunfur nallah in Chanderkote area of Ramban district due to flash floods triggered by heavy rains on the intervening night of February 13.  ...  However, Rajouri-Poonch highway was reopened for traffic today as landslide was cleared, they said.","road between Rajouri(Rajauri) and Poonch(Punch), Jammu and Kashmir",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.577,74.1872,0,Jammu and Kashmir,Rajauri,23.4,2011,2,non_monsoon,low
The Rising Nepal - gorkhapatra.org,2007-09-11,Bitthard Chaur of Sharmili VDC in Darchula,"few people buried when landslide hit house, occurred in multiple places in area",Bitthard Chaur of Sharmili VDC in Darchula,25.0,landslide,rainfall,2.0,unknown,0.0,GLC,29.8496,80.5544,1,Mahakali,Tham,21.42,2007,9,monsoon,low
eKantipur,2014-07-20,Far-Western Development Region,"As many as seven persons died in incidents of flooding and landslides in the Far-Western Development Region over the last four days. According to the Far-western Regional Police Office, Dipayal, among the dead, five persons were swept away by river flood and two died in landslide. Of them, two were from Kanchanpur, one from Kailali, one from Doti, and one from Dadheldhura districts. Similarly, two people were buried by landslide in Baitadi. As many as 600 households were inundated while 300 families were displaced due to the flood and landslide in the region.",Far-Western Development Region,25.0,landslide,rainfall,2.0,unknown,2.0,GLC,29.2777,80.9871,1,Seti,Seti,12.03,2014,7,monsoon,medium
Kashmir Images,2016-06-21,"Jammu-Srinagar national highway at Samroli, India","The Jammu-Srinagar national highway was today closed for vehicular movement for over three hours due to landslides triggered by heavy rains in Udhampur district.  ""The landslide triggered by heavy rains blocked the highway at Samroli today"", a police official said.  Later the men and machines of BRO cleared the highway of the landslide and traffic was resumed. The highway remained closed for over 3 hours due to the landslide that created a traffic jam, he said.  ""The traffic movement is going on smoothly now"", the official said.","Jammu-Srinagar national highway at Samroli, India",1.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,32.99,75.1892,0,Jammu and Kashmir,Udhampur,9.57,2016,6,monsoon,low
Telegraph India,2012-06-07,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)","Seven persons, three of them children, were killed when landslides struck a village in East Sikkim after a spate of rain lashed the area last night. Four members of a family were also among those wiped out in the early morning strikes.","Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",25.0,landslide,rainfall,3.0,unknown,7.0,GLC,27.1748,88.6458,0,Sikkim,Kalimpong,20.04,2012,6,monsoon,medium
India Today,2021-06-12,Massive landslide in Mizoram,"At least four members of a family, including two children below the age of five years, were killed when a massive landslide swept away their house in Mizoram’s Aizawl on Friday night. Two others sustained injuries.","Thuampui, Aizawl, Mizoram",1.0,landslide,rainfall,1.0,other,2.0,LRC,23.74253,92.73868,0,Mizoram,Aizwal,7.1,2021,6,monsoon,medium
The Kathmandu Post,2017-09-25,Beni-Jomsom Road Landslide,"Beni-Jomsom road that had remained obstructed for the past six days by a dry landslide has resumed from Monday. The road links the mountainous district Mustang.  Transport service along the road section resumed after clearing the landslide debris that had blocked the road of 76 kilometers at Annapurna rural municipality-3, said Chief District Officer Krishna Prasad Adhikari.    http://bit.ly/2xEw70w","Annapurna rural municipality-3, Beni - Jomsom Rd Beni 33200 Nepal.",25.0,landslide,no_apparent_trigger,2.0,infrastructure,0.0,GLC,28.545124,83.647074,1,Dhawalagiri,Bega,13.28,2017,9,monsoon,low
countercurrents,2010-08-06,"eastern edge of Leh city, Ladakh, Jammu and Kashmir","The most extensive damage and loss of life occurred in the semi-slum areas on the eastern edge of Leh and in the shanty towns around the neighboring village of Choglamsar, but villages and farms well beyond Leh have also been seriously affected. ","eastern edge of Leh city, Ladakh, Jammu and Kashmir",5.0,landslide,rainfall,3.0,unknown,0.0,GLC,34.1482,77.5971,0,Jammu and Kashmir,Leh,3.86,2010,8,monsoon,low
The Mandate,2017-06-21,Landslide in Trikuta Hills,Landslide closed Bhairon Ghati track to Shri Mata Viashno Devi,"Bhairon Ghati track to Shri Mata Vaishno Devi, Katra, Reasi district, Trikuta Hills",1.0,landslide,rainfall,1.0,natural,0.0,GLC,33.01739981,74.93828041,0,Jammu and Kashmir,Riasi,12.61,2017,6,monsoon,low
ekantipur.com,2013-07-22,"Tansen-Tamghas Section, Siddhartha Highway","Landslips in various parts of the Tansen-Tamghas and Bartung-Ramdi sections of Siddhartha Highway have disrupted vehicular movement, while flood waters have waterlogged the Madiphant and Prabhas regions.","Tansen-Tamghas Section, Siddhartha Highway",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.9706,83.397,1,Lumbini,Tansen,18.56,2013,7,monsoon,low
Daily News and Analysis,2011-02-13,"Srinagar-Jammu Natl. Hwy., at Panthal, Srinagar, Jammu and Kashmir","Jammu-Srinagar National Highway, connecting Kashmir Valley to the outside world, remained closed for traffic for the second consecutive day following landslides at Panthal.  ""The highway is closed for traffic. There have been landslides at Panthal,"" an official of the traffic control room said in Srinagar, adding it was unclear when the road would be open for traffic.","Srinagar-Jammu Natl. Hwy., at Panthal, Srinagar, Jammu and Kashmir",25.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,33.33875958,75.1921061,0,Jammu and Kashmir,Gund,10.59,2011,2,non_monsoon,low
www.business-standard.com,2013-08-14,"Panthal Area, Ramban District, Kashmir","Two Army jawans were injured, when a vehicle carrying them was hit by a big boulder during a landslide in Ramban district of Jammu and Kashmir today, police said. The ill-fated vehicle, which was carrying the victims toSrinagar from Jammu, was hit by the boulder during a landslide at Panthal area in the district, they said. The jawans were later shifted to Military Hospital in Srinagar, police said, adding the highway remained closed for nearly two hours due to landslide. However, the debris was cleared later and the highway was made operational for the vehicular traffic.","Panthal Area, Ramban District, Kashmir",10.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.3216,75.1984,0,Jammu and Kashmir,Gund,12.47,2013,8,monsoon,low
